id,position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
47,Blender建模工程师,辉县市乐海汽车电器有限公司,2万-3.5万,上海,3-5年,本科,300-499人,民营,汽车零部件,http://www.zhaopin.com/jobdetail/CC488748980J40645175712.htm,职责描述：1、制作场景中的3D模型和贴图绘制，搭建灯光，完成多视角图片或动画渲染；2、负责光学元件、光学系统的建模，材质设定，并渲染物体经过光学系统的成像效果；3、编写Python脚本，在Blender软件中利用Python脚本创建新颖模型；4、完成公司根据项目需求安排的其它相关任务；任职要求：1、熟练掌握Blender软件，并能高效完成3D建模及渲染；2、熟练编写Python脚本辅助Blende...,,
48,【可居家】机械设计师,河南扫地僧文化传媒有限公司,6千-1.1万,上海,经验不限,学历不限,100-299人,,广告/营销,http://www.zhaopin.com/jobdetail/CCL1410214990J40630317606.htm,"本岗位适合有能力、时间多，想额外利用时间挣钱和学习锻炼的人，兼职城市不限岗位职责:就是用机械设计画图软件画图，设计等任职资格:1、软件要求:Solidworks、UG、catia,proe，犀牛，maya、c4d,必须熟练掌握以上任何一款软件者2、初学者请勿扰3、有曲面结构设计和外观设计经验，会逆向建模优先，精通绘制零件建模、工程图，钣金设计、曲面造型、模具设计、运动仿真、有限元分析，逆向造型、编...",,
49,数字孪生与虚拟仿真3D建模工程师(J10551),中航机载系统有限公司,3万-5万,上海,5-10年,硕士,10000人以上,国企,船舶/航空/航天/火车制造,http://www.zhaopin.com/jobdetail/CCL1242833040J40671740701.htm,岗位职责:1.根据项目需求，使用3D建模软件构建高精度3D模型。2.对已有3D模型进行优化，提高模型精度和渲染效率。3.维护3D模型库，确保模型数据的完整性和可用性。4.协同团队成员，完成数字孪生与虚拟仿真系统的集成和测试工作。5.参与项目相关文档的编写和整理工作。任职要求:1.学历：硕士研究生及以上2.专业：计算机相关专业，或有虚拟现实技术、数字媒体技术、动画或相关专业背景；3.工作要求：5年以...,,
50,3D场景 中高级开发 入职五险一金,北京易才博普奥管理顾问有限公司,1.2万-2.2万,上海,经验不限,学历不限,1000-9999人,民营,咨询服务,http://www.zhaopin.com/jobdetail/CC227750710J40617659006.htm,1.熟练掌握次世代3D建筑制作经验2.理解大结构和小结构的区分（划重点）3.熟悉斜45度游戏视角的布线和UV占比分布ps：SLG大世界3D建筑制作软件要求：Max\MayaZbrushSubstancePaintPhotoShop,五险一金,
51,鸿蒙,软通动力信息技术(集团)股份有限公司,1.5万-2万,上海,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40622168116.htm,"1、鸿蒙PC开发经验（Qt技术方向）：熟悉C/C++开发语言，了解QT框架模块、类库和特性，有QT的开发经验,有HarmonyOS NEXT的实际项目开发经验；（上海大智慧办公地点：杨高南路428号由由世纪广场1号楼）",,
52,U3D,上海在伊环保科技有限公司,150-200/天,上海,无经验,本科,20-99人,民营,工业自动化,http://www.zhaopin.com/jobdetail/CC575083980J40579887311.htm,致力于智慧能源创新发展！拥有自驱力，希望突破与超越自我；渴望拥抱未来，愿为能源智慧化发展贡献力量，成就一番事业。任职要求： 岗位职责：1. 负责锅炉数字孪生系统的前端开发与维护。2. 利用Unity3D进行锅炉数字孪生场景的搭建与优化。3. 与后端团队协作，完成数据可视化与交互功能的实现。4. 参与系统需求分析，提出技术解决方案。5. 负责前端界面与用户体验的优化。技术要求：1. 编程语言：- 熟...,"法定工作时间,周末双休,定期团建,五险一金,体检福利,通讯补助,带薪假期,高温补贴",
53,物理引擎开发工程师,苏州橘杏科技有限公司,1.5万-3万,上海,1-3年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC863601350J00280264908.htm,"岗位职责： 1. 和主工程师一起完善项目中物理模拟效果的开发 2. 和主工程师一起完善物理中软体模拟的形变，切割以及各种效果 3. 了解基本 刚体软体模拟理论和知识岗位要求：1. 熟练使用C/C++2. 对物理引擎开发有极大兴趣3. 能独立阅读英文的文献 4. 有独立开发过刚体模拟\软体模拟\流体模拟经验者。或者使用过bullet,physx,havok等商业引擎 者更好 5. 比较扎实的数学基础...",,
54,三维仿真开发工程师,大连七颗星医疗器械有限公司,1.8万-2.5万,上海,1-3年,硕士,20-99人,民营,医疗设备/器械,http://www.zhaopin.com/jobdetail/CC241550010J40691260814.htm,岗位职责： 1、根据开发需求和设计方案完成客户端功能的开发 2、对项目需求进行分析、过滤，设计和实现具体功能，保证各功能模块之间的协同性，程序主体的效率、稳定性、可扩展性；3、配合团队其他成员，共策共力完成项目开发。任职要求： 1、熟悉使用Unity3D引擎架构设计，熟练使用Unity3D制作场景、UI及脚本; 2、熟悉Unity3D的各功能组件，如UGUI，Timeline、碰撞、粒子效果、动画...,,13薪
55,C/C++,深圳华为云计算技术有限公司,1.4万-2.8万,上海,1-3年,本科,10000人以上,民营,云计算/大数据,http://www.zhaopin.com/jobdetail/CCL1370355800J40658880803.htm,岗位内容： 1. 设计、开发和维护高质量的C++应用程序； 2. 实现并优化算法和数据结构； 3. 负责软件系统的性能优化和调试； 4. 参与项目需求分析和技术选型。 任职要求： 1. 熟悉C++编程语言，具备扎实的编程基础； 2. 具有良好的算法和数据结构基础； 3. 熟练使用常见的开发工具，如VS、Eclipse等； 4. 具备较强的沟通协调能力和团队合作精神； 5. 有扎实的计算机科学/软件...,,14薪
56,3d建模师讲师,上海北辰软件股份有限公司,1万-1.5万,上海,1-3年,本科,20-99人,股份制企业,计算机软件,http://www.zhaopin.com/jobdetail/CC694168520J40674756708.htm,职位描述：1. 进行3D角色制作与场景制作（手绘、次世代或写实）；2. 根据设定的3D角色或场景，进行模型优化、材质、贴图制作；3. 协作制定美术开发流程，利用unity制作渲染管线、光照模型、材质、渲染效果；4. 充分了解美术各环节开发中的需求和问题，提供美术引导，提高项目品质；能力要求：1. 本科及以上学历，美术设计相关专业毕业，2年以上建模经验，游戏行业经验优先； 2. 掌握MAYA，3Dm...,,
57,移动端开发工程师（AI产品）,北京三快在线科技有限公司,面议,上海,1年以下,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40628323709.htm,大众点评作为国内重要的本地生活消费决策参考平台，多年来深耕本地生活消费领域，深受广大用户的信任和喜爱。我们的业务覆盖了吃喝玩乐游购娱等生活场景，通过极具辨识度和公信力的”星级“和”评价“产品，为数亿用户提供了全面、可信的消费决策依据。为更好满足用户探索城市的需求，大众点评在原有星级和评价的基础上，以信息流产品形式，助力用户发现更多好去处。大量优秀年轻同学的加入，为我们的团队注入了澎湃活力。我们相信...,弹性工作,
58,交互设计师,慧博云通科技股份有限公司,1.2万-1.8万,上海,1-3年,本科,1000-9999人,上市公司,IT服务,http://www.zhaopin.com/jobdetail/CCL1254757260J40725367805.htm,"岗位职责：1.分析策划/运营需求,提供优秀的原型设计方案; 2.与多方配合跟进,协调解决开发中的问题,将设计落地,达到理想效果; 3.能敏锐发现产品的体验品质缺陷,并积极推动解决; 4.根据玩家反馈、数据分析,不断进行设计选代。工作要求: 1.本科以上学历,体验设计、工业设计、心理学专业优先;从业两年以上; 2.像素眼,完美主义;学习能力强,设计功底扎实,对设计趋势有理解,热爱游戏; 3.熟练使用...",,
59,高级图形引擎开发工程师,苏州橘杏科技有限公司,1.8万-3.5万,上海,3-5年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC863601350J40522274201.htm,岗位描述：1、负责已有3D渲染效果的改进和优化；2、负责常用光影效果，例如阴影，屏幕空间遮罩和反射，高动态范围渲染等算法的优化和升级；4、负责包括视差贴图，曲面细分，等局部光照效果的应用和升级；5、负责项目中图形效果的具体落地以及技术方案选择任职要求：1、本科及以上学历，计算机，数学或理工科专业毕业，有3年以上3D引擎相关工作经验；2、熟悉Unity、Unreal、Ogre等主流3D引擎或者开源引...,,
60,3D渲染工程师,琅琛信息技术(上海)有限公司,1.1万-1.5万,上海,3-5年,本科,20人以下,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC834206850J40698979614.htm,岗位职责：1、负责公司建筑软件中UE相关产品的开发工作；2、负责对平台UE客户程序，架构设计和优化；3、对UE相关引擎，技术发展动态有较深入了解，负责引擎框架代码定制与优化；4、编写项目所需的一些效果（特效，动画等）；5、完成BIM三维模型轻量化处理和高精度仿真渲染；任职要求：1、本科及以上学历，计算机、地理信息科学、测绘等相关专业，至少3年UE/C++开发经验，3年以上建模渲染工作经验；2、精通...,,13薪
61,外包-游戏引擎工具开发（长期）,北海猎图企业服务有限公司成都分公司,1.5万-1.8万,上海,1-3年,大专,100-299人,股份制企业,企业服务,http://www.zhaopin.com/jobdetail/CCL1323742640J40689719614.htm,岗位职责：1、开发和维护内部的自动化平台；2、开发性能和渲染效果用例；3、与开发团队协作，分析和解决自动化平台发现的问题；4、编写清晰的用例报告，提供测试结果分析；5、参与测试工具和框架的研究与选型。任职要求：1、2年以上游戏测试开发经验，具有引擎测试开发经验者优先。2、具备良好的编程能力，熟悉 Python 或 C++ 等语言。3、有游戏引擎开发经验（如 Unity 或 Unreal），了解游戏...,,
62,高级3D建模工程师,上海众茂医疗科技有限公司,1万-1.3万,上海,3-5年,本科,20-99人,民营,互联网,http://www.zhaopin.com/jobdetail/CC808563770J40650315603.htm,岗位职责：负责根据需求创建智慧医疗教学逼真虚拟现实场景效果。任职要求：1、熟练3DMAX、PS、Al、CAD等绘图软件。2、有展馆展厅、展览展示类设计经验 ，有良好的空间感与配色观念。3、有平面广告美术及文化墙经验。4、对施工工艺材料有一定了解。,,
63,3D设计师,翔宇医疗,1.1万-2.2万,上海,3-5年,本科,500-999人,民营,医疗设备/器械,http://www.zhaopin.com/jobdetail/CC381255110J40697357107.htm,工作内容：1. 根据项目需求完成3D场景模型、贴图材质、动画视频制作；2. 与产品方一起构思创意，提出多元化的3D设计方案；3. 负责协同开发团队解决视觉效果相关技术问题，根据需求优化模型设计，确保展示效果；负责把控设计品质，对项目相关制作质量负责。任职资格:1. 美术相关专业本科以上学历，3年以上相关工作经验；2. 有良好的审美、造型能力及色彩感觉；3. 熟练使用一种以上设计软件，Blender...,,
64,高级3D渲染引擎工程师,苏州橘杏科技有限公司,3万-4.5万,上海,3-5年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC863601350J00280472008.htm,岗位描述：1、负责已有3D渲染效果的改进和优化；2、负责光照效果的改进和制作流程的改进，构建PBR的美术流程；3、负责常用光影效果，例如阴影，屏幕空间遮罩和反射，高动态范围渲染等算法的优化和升级；4、负责包括视差贴图，曲面细分，等局部光照效果的应用和升级；5、负责实时全局光照的算法研究及落地，包括从算法调研到实验优化、算法攻关、效果评估、直至应用的完整流程。任职要求：1、本科及以上学历，计算机，数...,,
65,AI应用开发/AI解决方案工程师,上海沁恩商务信息咨询有限公司,1.5万-2.5万,上海,3-5年,本科,20-99人,股份制企业,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CC444532910J40864226704.htm,岗位职责：1. 跟踪和研究最新的后端开发技术和AI相关技术趋势，积极探索如何将新技术应用于公司的AI产品开发。2. 深入理解公司业务，负责AI产品应用的需求分析、产品设计、架构设计与开发。3. 应用AI算法或模型，设计并实现AI应用，包括但不限于自然语言处理 (NLP)、计算机视觉 (CV)、智能优化与预测等。4. 负责AI产品应用的核心功能模块开发，不限于数据处理、算法集成、模型训练与部署的后端...,,
66,AI influener（居家办公）实习生联合创始人-- digital service方向,上海套肯人工智能科技有限责任公司,150-250/天,上海,无经验,本科,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40694093305.htm,职位招募：AI influener（居家办公）联合创始人-- digital service方向根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligenct，目前筹划用agent实现视频的自动编辑。欢迎您成为我们创业团队的核心成员，与我们一同成长，实现财务自由！我们提供： 丰厚的股份激励：加入我们一年后，您将获得价...,"股票期权,弹性工作",
67,医学三维建模工程师,苏州橘杏科技有限公司,8千-1.4万,上海,3-5年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC863601350J40485734301.htm,岗位描述：1、能快速理解项目要求和流程，独立完成3D建模，贴图绘制工作，对自己输出成果具有一定“审美”要求，在保证质量的前提下提高工作效率；2、检阅客户提供的医学图像数据是否满足重建要求，依据CT或MRI的影像(DICOM)数据进行三维模型重建；3、与医学产品经理配合确认建模结果并改进，精准把控自己与团队的时间节点与项目进度；4、了解Unity3D引擎特点，能够实现高质量的场景效果，根据项目需求负...,,
68,3D Designer,仲量联行,1万-1.5万,上海,经验不限,学历不限,10000人以上,外商独资,房地产开发,http://www.zhaopin.com/jobdetail/CC140904230J40593950308.htm,【职位描述】What this job involves ：-Creates 3D rendering based on different project needs;Retail & Office experience is prefered-Assist the senior designer in the proper execution of design and modeling-Pr...,,
69,UCD工程师（文本图片设计）,软通动力信息技术(集团)股份有限公司,9千-1.3万,上海,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40660684516.htm,职位要求1、专业要求：语言学、心理学、社会学、统计学等专业背景，统招本科及以上。2、掌握用户研究常用调研和分析方法，具有敏锐视角，能够把用户需求及体验转换为产品内部需求，提出改进机会点。3、具备超强的逻辑分析能力，合作能力，善于沟通表达，学习能力强，有良好的执行力。岗位职责：1、能够对文本语言进行深入的语言分析，对于泛化语料的设计有相关经验，可以根据不同的语言场景设计合理的语言表达形式和文本结构。...,,
70,AI语言模型开发,上海谷赢信息科技有限公司,1.1万-2万,上海,3-5年,本科,20-99人,民营,IT服务,http://www.zhaopin.com/jobdetail/CCL1226041120J40666900109.htm,岗位职责：1.参与设计大语言模型应用的技术方案并在交易系统中落地。具型场景包括但不限于多轮对话，DBGPT、结构化信息抽取、私有函数调用、AI Agent等；2.负责大语言模型应用的端到端研发，包括但不限于方案设计、数据准备及处理，行业模型训练、指令精调、模型效果测评等；3.跟踪并分析业内最新研究成果和技术动态，复现相关公开研究成果。持续优化和改进相关技术方案任职要求：1.计算机相关专业本科及以上...,,
71,手游3D角色,上海塔人网络科技股份有限公司,2万-3万,上海,1-3年,学历不限,100-299人,股份制企业,游戏,http://www.zhaopin.com/jobdetail/CC220394928J00153821205.htm,1.欧洲中世纪风格，以美型为主2.有组长经验者优先考虑3.要求工作经验1年以上4.有大型mmorpg工作经验5.对于换装制作熟悉且了解,,
72,3d建模设计师,上海时祐国际贸易有限公司,8千-1.5万,上海,1-3年,大专,20-99人,民营,电子商务,http://www.zhaopin.com/jobdetail/CC505264580J40496621616.htm,岗位职责：1、负责公司产品的建模渲染，建立产品视觉风格，2、结合产品特点，搭建使用场景，说明内部细节，寻找融合背景3、建立3D及平面背景素材库4、 工作迅速细心，对负责的产品有高度责任感，能保质保量完成各项工作任职要求：1、大专以上，2年以上建模渲染经验，2、熟练使用三位涉及软件（3D MAX或者C4D等制图和渲染相关软件），PS进行后期3、良好的审美，优秀产品视觉表现，较强的光影把控,,13薪
73,UE4游戏重构工程师,深圳市法本信息技术股份有限公司,1万-1.4万,上海,1-3年,大专,1000-9999人,上市公司,计算机软件,http://www.zhaopin.com/jobdetail/CC385622410J40621691106.htm,岗位职责：1、熟练使用UE4引擎UMG编辑器完成界面UI工作需要，准确还原效果。2、配合程序管理UI资源库。3、理解交互思想和基本原则，对UMG的结构规范有深刻理解。4、主动协调策划 美术 程序之间的界面功能完成工作。5、懂程序基础代码能力更佳。岗位要求（硬性）:有1年以上的游戏项目UMG拼接岗位工作经验。,,
74,c++游戏开发工程师,上海梦森霖信息技术中心(个人独资),9千-1.6万,上海,1-3年,本科,20人以下,民营,游戏,http://www.zhaopin.com/jobdetail/CCL1482446740J40653290614.htm,岗位信息：1.年龄要求：22-36岁2.学历要求：本科及以上3.工作时间：做五休二，早九晚六点半4.薪资：9-16k 5.1年及以上 6.热爱游戏行业，愿意与小伙伴们一起在初创公司努力 7.每年一次升职加薪机会 8.互相分享经验【不限定岗位】 岗位要求： 1.对unity 3d的API有一定的了解 2.熟练使用C++ 3.TCP/IP编程 4.有较强的学习能力和沟通能力，有较强的问题理解能力和逻辑...,周末双休,
75,QT研发工程师,上海震垒科技有限公司,1.5万-3万,上海,经验不限,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CCL1394027370J40644088211.htm,从事QT/C++软件研发，前端应用和后端算法。,,14薪
76,Video Game Developer 视频游戏开发,上海蓝载信息科技有限公司,1.5万-3万,上海,1-3年,本科,20-99人,民营,人工智能,http://www.zhaopin.com/jobdetail/CC818684770J40593744512.htm,"Job Description:As a Video Game Developer, you will be an integral part of our game development process, contributing to the creation of captivating and innovative video games. Your primary responsibi...",,
77,多媒体设计师,上海瑞逸环境设计有限公司,1万-1.5万,上海,1-3年,本科,20-99人,合资,房地产开发,http://www.zhaopin.com/jobdetail/CC613412628J00426862301.htm,岗位描述3D设计多媒体视觉对于 视觉特效、动画设计、动态图像有深入理解根据项目风格和定位，搜集设计资料，整理设计思路，使用工具或手绘表达设计意图，完成设计方案的制作完成项目相关相关的数字内容设计、创意与制作任职要求具有较强的审美能力、较高的工作热情，有强烈的责任心、沟通能力强、有较强的团队合作意识。性格开朗，能承受一定的工作压力，具有良好的沟通能力。熟练运用3DMAX、C4D、Maya等3D软件（...,"五险一金,年终奖,有餐补,体检福利,带薪假期,周末双休",
78,AI语音识别模型开发师,人卫嘉奕(上海)医学科技有限公司,1.3万-1.6万,上海,1-3年,本科,20-99人,民营,医疗设备/器械,http://www.zhaopin.com/jobdetail/CC703482320J40593781410.htm,岗位职责：1.负责分布式训练相关性能优化，包括数据加载、计算和显存优化等2.负责研发大模型高效容错技术，保证大模型能够持续训练。3.研究不同集群或者不同硬件配置上的最优并行策略和优化方法以及相关自动化技术。4.设计和开发大模型分布式训练系统，并探索相关前沿技术应用到实际项目中。5.负责对接和制作AI大模型产品的需求和业务改动。6.负责语音识算法的研究与开发，如声学模型训练、语言模型训练、解码器系统...,,
79,3D图像建模专员,大博医疗,8千-1万,上海,无经验,本科,1000-9999人,合资,医疗设备/器械,http://www.zhaopin.com/jobdetail/CC203711210J40801430915.htm,岗位职责：1. 使用建模系统，完成关节手术机器人的术前建模工作；2. 定期与 KOL 沟通，与研发团队不断完善术前规划系统，支持产品迭代；3. 建立及管理临床使用者的手术规划习惯，为客户提供良好的产品使用体验；4．支持展会及学术交流活动，在活动中提供专业的技术演示；5. 竞品调研，关注行业动态发展，及时更新竞品信息；6. 协助销售团队做好售前支持的技术讲解工作；7. 定期整理及总结疑难手术病理的建...,,
80,开发岗（开发语言不限+接受应届生+无经验）,外企德科数字技术有限公司,1.8万-3.5万,上海,经验不限,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40723555505.htm,"岗位要求：1、大学本科及以上学历，计算机相关专业；2、熟练Java、C++、python、前端任何一种开发语言，具备较为深厚的的编程规范；3、精通OpenGL，熟悉Shader编程，有相关渲染优化经验或者Vulkan经验者优先；4、熟悉至少一个主流3D引擎，如：Unity，UE，CryEngine, Godot，Orge等；5、学习能力强，具有良好的团队精神，具有高度责任心，具备独立解决问题的能力",,
