position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
给总经理开车，退伍优先，大专本科,上海太屋网络科技有限公司,7千-1.4万,上海,经验不限,本科,1000-9999人,民营,房地产开发,http://www.zhaopin.com/jobdetail/CC294547880J40211994303.htm,大专学历：7000元底薪+高额提成本科学历：8000元底薪+高额提成士官退伍：8000元底薪+高额提成士兵退伍：6000元底薪+高额提成（党员8000元）保底18个月，无责任底薪！租赁提成35%，买卖提成高45%,"提成,无责底薪,五险一金,绩效奖金,有房补,试用期全薪,带薪假期,弹性工作,带薪旅游,节日慰问",
AI大模型课程顾问【无责6k+双休】,广州欢创信息咨询有限公司,1.1万-2万,上海,无经验,大专,100-299人,民营,人力资源服务,http://www.zhaopin.com/jobdetail/CC531289680J40660907709.htm,岗位优势：上海近屿智能科技有限公司成立于2019年，处于人工智能这一朝阳行业，在中国AI应用领域中处于领先地位。是一家以AIGC和RPA技术为核心的人力资源领域的产品和解决方案公司。近屿智能的核心产品之一是AI得贤招聘官，她是中国第一款基于AIGC和虚拟人技术的人才管理系统。在大环境融资艰难的情况下，近屿智能于2024年1月完成A轮融资，近屿智能的另一款核心产品是AIGC大模型培训项目，学员可以基...,"五险一金,周末双休,无责底薪,提成,法定节假日",
AI influener（居家办公）实习生联合创始人-- AI 知识方向,上海套肯人工智能科技有限责任公司,150-250/天,上海,无经验,本科,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40694093205.htm,职位招募：AI influener（居家办公）联合创始人-- AI知识方向根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligenct，目前筹划用agent实现视频的自动编辑。欢迎您成为我们创业团队的核心成员，与我们一同成长，实现财务自由！我们提供： 丰厚的股份激励：加入我们一年后，您将获得价值1000万的公司预期...,"股票期权,弹性工作",
AI训练师,上海从鲸信息技术有限公司,1.2万-2.4万,上海,经验不限,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CCL1482748030J40690410412.htm,岗位职责1、通过高质量的语言注释，提高Al客服机器人用户意图识别的准确性，为人工智能模型的训练提供依据；2、识别客户与机器人交互中存在的问题分析相关数据，定期生成的聊天机器人能力报告，不断提高算法模型的准确性、客户满意度和聊天机器人的服务水平；3、与相关职能团队合作，负责标注需求谈判、标准创建和项目的综合工作流程，制定BPO标注考核流程与规范，提升标注效率和准确率，改进标注工具和流程；4、负责知识...,,16薪
市场销售专员,上海智无界人工智能科技有限公司,1.5万-3万,上海,5-10年,大专,20-99人,股份制企业,人工智能,http://www.zhaopin.com/jobdetail/CCL1483997170J40549778913.htm,上海智无界人工智能科技有限公司专注于Web3.0和人工智能领域，致力于通过创新技术为企业提供智能化解决方案。我们的主要产品包括：1. **Web3.0+AI人工智能培训** - 与上海交通大学合作，提供先进的培训课程。2. **人工智能精训工具** - 帮助企业提效降本，扩展产品边界，提升服务品质。3. **Web3+AI技术开发** - 赋能实体经济，重塑企业商业架构，实现营销一体化。**销售人...,,
AI解决方案,中软国际,面议,上海,5-10年,本科,10000人以上,上市公司,计算机软件,http://www.zhaopin.com/jobdetail/CC508620120J40661869512.htm,岗位职责：1.与销售团队紧密合作，了解客户需求并提供专业的售前支持。2.负责政务、大企业、工业制造等行业方向的机器视觉类、预测分析类应用场景开发等的售前技术支持，能主导整体可行性方案、项目立项方案等;3.为客户提供产品演示、方案讲解和技术咨询，解答客户疑问，负责收集和分析市场信息，为公司的产品和服务提供改进建议。4.能够主导进行项目前期线商机收集、分析客户需求，负责制定和维护售前文档开发，包括方案...,,
（VR高科技看房）销售代表+房产经纪人+储备干部Mmm,上海链家房地产经纪有限公司,8千-1.6万,上海,经验不限,本科,10000人以上,民营,房地产中介,http://www.zhaopin.com/jobdetail/CC307313210J40271334001.htm,链家致力于打造高学历、高专业度、高职业素养和高社区参与度的4.0经纪人队伍，以推动经纪人的职业化发展为核心。2019年12月16日，上海链家率先实现了51%统招本科率，我们希望改造行业的人才供应链，用新时代的统招本科生来锻造更品质的链家。在人才培养方面，我们也为经纪人建立了包括新人三十天脱岗培养体系、职级衔接训、在岗培训和大区训在内的专业化培训机制，并通过专业知识考试“搏学大考”等方式，帮助经纪人...,"大牛带队,五险一金,带薪假期,体检福利,带薪旅游,节日慰问,法定工作时间",
AI训练师（招聘方向）,外企德科,9千-1.5万,上海,1-3年,本科,1000-9999人,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CC138117190J40725990205.htm,主要职责：1、【数据分析】以日、周、月为单位，对数据进行汇总分析，核查数据异常原因。2、【需求收集】负责与外部公司进行对接，收集其反馈的需求，并进行初步分析评估，同时与业务及产品完成需求对接，跟进需求进展，并将进展及时同步给对接人。3、【产品迭代】负责C端产品及内部系统的迭代优化，通过收集用户需求及分析运营数据，确定产品系统的功能优化点，推动产研团队落地。4、【用户行为分析】负责相关的数据分析工作...,,14薪
AI设计师,上海刀弓广告会展有限公司,8千-1万,上海,1-3年,学历不限,20-99人,,会议/展览,http://www.zhaopin.com/jobdetail/CCL1396323370J40701229703.htm,教育背景和经验要求：学历没有特别要求，需要具备2年以上的AI设计或相关领域的工作经验，有美术基础者优先考虑。技能要求：1.软件掌握：需要熟练掌握AI、PS/CorelDRAW等相关设计程序和软件1。编程语言：熟练运用至少一种编程语言，如Python、Java、C++等3。2.设计能力：具备良好的创意构思和色彩感，能够进行跳跃的思维和完美的色彩搭配。3.数据分析：具备一定的数据分析能力，能够根据分析...,,13薪
销售VP（云算力/云计算/ai芯片）上海/北京/深圳,勤达科技,3万-6万,上海,5-10年,本科,100-299人,民营,咨询服务,http://www.zhaopin.com/jobdetail/CC345252110J40860278704.htm,1. 可以迅速熟悉行业，设计业务框架及有效的管理流程2. 具有很强的业务敏感度，能够捕捉客户根本需求，传递公司价值3. 拥有卓越的团队带领及项目牵引能力，调动公司整体资源达成销售目标4. 善于分析现有业务布局，通过市场和销售端的捕捉，协助技术团队定位产品的定义及迭代，并有效为下一代产品的销售在客户端铺垫任职要求：1. 初创公司商业类职位一号位的经验2. 有可以量化的销售指标达成3. 工作稳定，有韧...,,15薪
招聘AI Sourcing,外企德科,9千-1.3万,上海,1-3年,本科,1000-9999人,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CC138117190J40725962105.htm,岗位内容：1.与it团队、招聘团队一起梳理AI Sourcing的流程和标准，针对目前遇到的问题进行项目完善，最终实现内部提效2. 与业务部门紧密合作，理解各个职位的技能需求并寻找合适的候选人3. 分析招聘数据，探索新的招聘渠道和方式4. 建立和维护候选人的数据库并进行有效的跟进工作任职要求：1. 本科及以上学历，人力资源管理、市场营销等相关专业优先考虑2. 至少2年以上招聘工作经验，有成功的招聘...,,14薪
AI应用开发工程师,欣和企业,1.8万-3万,上海,3-5年,本科,1000-9999人,外商独资,快速消费品,http://www.zhaopin.com/jobdetail/CC268650920J40697791910.htm,岗位职责：1、负责设计和开发基于LLM大模型的AI应用平台；2、负责知识库RAG的部署和调优，结合企业内部知识，搭建企业知识库问答平台；3、有丰富的提示词和Agent流程编排经验；4、负责公司AIGC场景的调研和落地，推动AI应用为企业赋能。任职资格：1、本科及以上学历，3-5年相关工作经验，30岁以下优先；2、熟悉市面上主流文本、多模型模型的特性，可以根据场景和需求，选择不同的模型进行使用；3、...,,
AI语言模型开发,上海谷赢信息科技有限公司,1.1万-2万,上海,3-5年,本科,20-99人,民营,IT服务,http://www.zhaopin.com/jobdetail/CCL1226041120J40666900109.htm,岗位职责：1.参与设计大语言模型应用的技术方案并在交易系统中落地。具型场景包括但不限于多轮对话，DBGPT、结构化信息抽取、私有函数调用、AI Agent等；2.负责大语言模型应用的端到端研发，包括但不限于方案设计、数据准备及处理，行业模型训练、指令精调、模型效果测评等；3.跟踪并分析业内最新研究成果和技术动态，复现相关公开研究成果。持续优化和改进相关技术方案任职要求：1.计算机相关专业本科及以上...,,
科大讯飞AI语音测试+朝九晚六双休五险一金,外企德科人力资源服务安徽有限公司,9千-1.1万,上海,经验不限,本科,100-299人,国企,咨询服务,http://www.zhaopin.com/jobdetail/CC450090720J40680693910.htm,"职位职责1.主要从事AI引擎产品测试工作，主要涉及的是语音相关的的AI引擎产品； 2.根据要求执行测试，对测试结果进行分析，编写测试报告并提交上线；3.对线上问题和缺陷进行分析定位，对核心效果进行评估分析；4.在指导下完成必要的测试工具开发、用例设计工作""任职要求1、具备人工智能行业测试经验或者具备一定的服务端测试经验2、具备一定的python编程经验以及能够掌握一定的C++基础，熟练掌握linu...","周末双休,五险一金,法定工作时间",
ai开发,沈阳思诺科技有限公司,1.9万-2万,上海,5-10年,本科,100-299人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC257043280J40666200703.htm,"1.参与设计大语言模型应用的技术方案并在交易系统中落地。典型场景包括但不限于多轮对话、DBGPT、结构化信息抽取、私有函数调用、AI Agent等:2.负责大语言模型应用的端到端研发，包括但不限于方案设计、数据准备及处理、行业模型训练、指令精调、模型性能提升、模型效果评测等:3.跟踪并分析业内最新研究成果和技术动态,复现相关公开研究成果。持续优化和改进相关技术方案.任职要求1.计算机相关专业本科及...",,
AI大模型工程师,上海慧铂信息技术有限公司,1.5万-2万,上海,无经验,本科,300-499人,民营,IT服务,http://www.zhaopin.com/jobdetail/CCL1473614780J40630874114.htm,岗位职责负责AI大模型的评测与分析工作，与模型训练团队配合不断优化提升AI大模型效果。具体工作内容包括但不限于：1. 深入理解大规模预训练语言模型，参与模型评测方案的制定与评测数据集的建设。2. 通过对模型进行全方面细致的评测，明确模型能力边界，对模型能力进行深入分析，产出围绕大模型的客观认知，从而为模型训练迭代提供指导意见。3. 追踪大模型方向前沿进展，积极主动地学习和探索新的评测及分析的方法和...,,
人工智能助理工程,上海珑付云起企业发展有限公司,8千-1.2万,上海,经验不限,大专,20-99人,,企业服务,http://www.zhaopin.com/jobdetail/CCL1488223950J40753039315.htm,职位要求:1、计算机、大数据、通信、物联网、人工智能等相关专业，大专及以上学历2、了解人工智能行业，对AI相关领域关注，重要的是稳定踏实3、良好的数据分析和沟通能力，协助各类需求调研、技术方案的编写和需求原型图设计;4、逻辑思维清晰，富有创新精神，对AI领域感兴趣，愿意在AI领域积极探索;没有相关经验的需要从部门助理做起,,
AI芯片MMU架构师/设计工程师,芯至科技(上海)有限公司,3万-6万,上海,3-5年,硕士,20-99人,民营,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CCL1450092160J40691253512.htm,岗位职责： 1. 参与AI芯片软硬件功能划分、内核/SoC微架构功能制定、SoC硬件功能集成等工作；2. 负责AI芯片MMU功能、硬件微架构、关键技术指标（包括TLB Capacity、TLB Address Mapping、集中式或多级TLB结构、Page Size、Page Table Walk、单级或多级页表映射机制、虚实地址空间定义、Page Miss/Hit处理机制、与IO总线地址空间交...,,
AI产品经理,上海东浩人力资源有限公司,2.5万-4万,上海,3-5年,本科,100-299人,国企,咨询服务,http://www.zhaopin.com/jobdetail/CC382087910J40648178607.htm,职责描述：1、 负责数字化产品整体管理，面向B端用户的技术平台产品的需求分析、产品定义、交互设计等，包括产品用户需求调研、制定产品计划、撰写功能需求文档、设计产品原型图和流程图，以及负责项目的执行和效果评估以及后续改进工作；2、 定期关注业界动态和客户对于产品各项功能的反馈，能提出建设性的创新项目提案，不断提高产品用户体验和运营的效率；3、 了解toB SaaS产品的用户需求调研方法，研究同行业竞...,,
AI influener（居家办公）实习生联合创始人-- digital service方向,上海套肯人工智能科技有限责任公司,150-250/天,上海,无经验,本科,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40694093305.htm,职位招募：AI influener（居家办公）联合创始人-- digital service方向根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligenct，目前筹划用agent实现视频的自动编辑。欢迎您成为我们创业团队的核心成员，与我们一同成长，实现财务自由！我们提供： 丰厚的股份激励：加入我们一年后，您将获得价...,"股票期权,弹性工作",
高级销售精英【AI行业Top+储干+当月发薪】,探迹科技,1万-1.5万,上海,1-3年,大专,1000-9999人,民营,互联网,http://www.zhaopin.com/jobdetail/CC406882580J40680184402.htm,【公司背景】销售SaaS领域头部企业，产品研发实力领先行业，全球顶尖资方红衫、启明、软银、阿里、凯辉基金、GGV纪源资本等资方领投，连续五年保持营收高增长，连续四年荣获“全球独角兽企业”称号，团队分布遍及全国近40个城市。【岗位介绍】1、作为团队的核心销售岗位，负责重点/优势行业客户的开拓和成交，售卖能够帮助企业提升销售全流程效率的智能销售SaaS软件（探迹拓客、探迹触达等）；2、通过公司的海量数...,"提成,股票期权",
ai产品经理,上海威润信息科技有限公司,1.8万-2.1万,上海,3-5年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC208788930J40862095804.htm,我们正在寻找一位经验丰富的AI产品经理，负责从需求分析到产品上线的全流程管理。工作内容：1. 负责AI产品的需求分析、规划、设计及实施；2. 与技术团队合作，完成产品开发并上线；3. 对产品进行持续优化，提升用户体验；4. 分析市场趋势，调整产品策略。岗位要求：1. 本科及以上学历，3年以上AI产品经理工作经验；2. 熟练掌握PRD、Axure、MindManager等产品经理常用工具；3. 对A...,,
算法工程师-FAE-苏州、上海,外企德科数字技术有限公司,1.3万-1.7万,上海,3-5年,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40726587205.htm,岗位职责：基于技术认证规范和流程要求，针对生态经理拓展的生态合作伙伴进行相应的技术兼容性认证。1 针对合作伙伴的方案进行认证测试；2 指导合作伙伴进行业务的指令集移植；3 针对生态经理拓展的复杂方案，与支持生态经理与伙伴一起对接方案。基本要求：需要AI经验1 国家统招大学本科及以上学历，计算机、软件、数学等专业毕业生；2 工作经验为软件开发、软件测试或系统集成，IT行业工作经验，云计算相关工作经验...,,13薪
ai软件测试,软通动力信息技术(集团)股份有限公司,1万-1.6万,上海,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40655684816.htm,1、专业要求：不限，本科及以上。2、有2年以上产品\项目测试经验，参加过1个AI相关产品或功能的体验测试项目，熟悉产品交付流程。3、熟悉软件测试的基本流程，能独立设计基础的测试用例，协助开发人员进行初步定位。4、了解常见AI手机应用场景，如智能通话、智能写作、智能图像等，熟悉用户在这些场景下的操作流程。5、学习能力强，能主动关注AI领域最新产品动态与技术发展趋势。加分项：1、参加过AI相关培训课程...,,
科创AI大客户销售代表（工信部唯一认定平台）,企知道大数据科技有限公司,1.2万-1.6万,上海,经验不限,本科,1000-9999人,民营,专业技术服务,http://www.zhaopin.com/jobdetail/CCL1464680980J40577310408.htm,【公司简介】企知道科技是一家为政府提供企业动态监测、大数据招商引才、政策分析与匹配、科创生态管理等服务，为企业提供产学研对接、知识产权、产业政策咨询、财务、法律、品牌、融资等服务的科创服务机构。公司在全国设立60多家分子公司，为全国20多个省市的政府部门和30万家企业服务，是国家工信部认定的全国唯一的科创类大数据产业发展示范企业。公司旗下“企知道”大数据科创服务平台，汇集了全国9500万家企业信息...,"提成,大牛带队,六险一金,带薪假期,法定节假日,新人保障,带薪旅游,定期团建",16薪
RFID智能设备销售,深圳市斯科信息技术有限公司,8千-1.3万,上海,1-3年,大专,20-99人,民营,物联网,http://www.zhaopin.com/jobdetail/CC842860770J40709783312.htm,岗位职责：1、负责RFID项目的产品销售、市场拓展和客户管理；2、培育、管理及维护客户关系，构建合作伙伴的长期合作战略计划并落实，促成老客户3、参与举办各类应用推广活动，建立和维护人脉关系，通过陌生拜访客户等方法，获取并分析潜在客户信息，促成新客户成交4、负责制定销售计划和销售预算，努力实现优秀业绩；5、负责与客户的洽谈、跟踪、合同签署及回款工作；6、管理团队，协助下属员工解决销售过程中遇到的难题...,,
ai算法工程师,外企德科数字技术有限公司,1.5万-3万,上海,经验不限,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40726813305.htm,[福利待遇]1. 办公地点:华为研究所，参与华为本部核心 项目开发;2. 初中高级岗位均在招，月薪15-35K，薪资根据能力可谈;3. 五险一金全额缴纳、周末双休、带薪年假、2-4个月年终奖、双倍加班费、班车福利、每年1-2次升职调薪机会;4、前半年技术大佬一对一带教。[岗位要求]1. 学信网可查的统招全日本科及以上学历，计算机、软件、通信等相关专业优先;2.热爱编程，基础扎实，熟悉掌握但不限于J...,"五险一金,周末双休,带薪假期,加班补助,免费班车,大牛带队",14薪
ai工程师,北京宜通华瑞科技有限公司,2万-2.8万,上海,3-5年,本科,1000-9999人,民营,运营商/增值服务,http://www.zhaopin.com/jobdetail/CC144563220J40666421603.htm,英文要求：阅读能力强，不需要开口Job Title: Generative AI EngineerJob Description: We are seeking a talented Generative AI Engineer to lead the development of AI applications aimed at enhancing software engineering pr...,,13薪
ai视觉算法工程师,上海盛慧信息技术有限公司,9千-1.5万,上海,1-3年,本科,20人以下,民营,通信/网络设备,http://www.zhaopin.com/jobdetail/CC355296510J40660359016.htm,职位描述：1、可以对单点算法性能做出极致优化，或具备全局视野。 2、负责人工智能算法的研究、开发和优化。 3、根据项目需求，设计和实现高效、可靠的AI模型，并确保其在不同场景下的稳定性和准确性。 4、负责移动终端设备人工智能、大数据挖掘算法和解决方案的研究、设计、验证和交付。 5、对传感器在机械运动、生物识别、情景感知等技术做出算法。 6、负责AI模型的训练、测试和部署工作，优化模型性能，减少资源...,,
线上兼职居家美工PS设计师,泉州市苏亿网络科技有限公司,4千-8千,上海,经验不限,学历不限,20-99人,民营,电子商务,http://www.zhaopin.com/jobdetail/CCL1448715950J40661436711.htm,招线上兼职美工PS设计师 可居家办公接单证件照，精修，人像，P图，婚纱照，LOGO，平面设计，3D建模等等工作内容：可远程办公。负责由上一级客服安排的设计订单。全是专人谈好，客户付款了的，只需按要求要完成就行。 要求：熟练PS\AI等设计软件，能独立完成图片的设计。出稿快，不托稿。责任心强。 工作时间：不限 每天早上8点~凌晨12点都有订单无限制时间上线时间，自有安排。 快速入职，立即可接单。根据...,,
视觉设计,湖南图灵工网络科技有限公司,5千-8千元/月,上海,1-3年,学历不限,20-99人,民营,电子商务,http://www.zhaopin.com/jobdetail/CCL1477221930J40708802405.htm,亲亲您好 欢迎加入图灵工平台，我们有自己独立的设计接单系统 注册的一定要实名制 因为我们系统是 TX 自主的系统注册审核后也是需要实名制先注册一下系统链接http:https://www.58tlg.com/ 注册后 登入电脑！登入电脑！登入电脑！按要求去提交试稿作品，等待审核，审核成功后 会发短信给你注册的电话上 注意短信提醒，接到短信后 登入企业微信派单主管会跟您对接接单明细 注册后把你的注册...,,
Python开发（图像AI方向）,软通动力信息技术(集团)股份有限公司,1.4万-2万,上海,3-5年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40652712716.htm,岗位描述：这个岗位隶属于芯片业务部门效率提升组。旨在通过自动化工具、系统平台的研发提升芯片研发的效率，工具、平台仅为内部使用，不商用。芯片业务的背景于图像相关，涉及到图像质量及效果调优。我们需要人员具体有机器学习、计算机视觉，物体检测和分类，有模型设计、模型训练和验证等相关经验。,,
AI提示词工程师,上海佳贝教育信息咨询有限公司,1万-1.3万,上海,1-3年,本科,20-99人,其它,培训/辅导服务,http://www.zhaopin.com/jobdetail/CC387912210J40676219408.htm,"岗位职责：1、负责AI模型的训练和优化,确保模型的准确性和稳定性。2、参与数据预处理和特征工程,提高模型的性能和泛化能力。3、跟踪最新的AI技术和算法,将其应用到实际项目中。4、定期评估和报告AI模型的性能,提出改进建议。5、编写技术文档和报告,记录模型训练过程和结果。6、参与AI项目的规划和执行,确保项目按时完成并达到预期目标。任职要求：1、本科及以上学历,计算机科学、电子工程或相关领域。2、至...",,
ai测试开发工程师,中电金信软件有限公司,1.3万-1.6万,上海,3-5年,本科,10000人以上,国企,计算机软件,http://www.zhaopin.com/jobdetail/CC443657520J40658140509.htm,•将加入AI团队，负责调试/验证。 •在测试/发布过程中进行一些自动化。 •进行基于脚本的测试用例开发。 •执行质量和性能测试，并生成验证报告。 •帮助对遇到的问题进行一些基本分析。 •为支持客户生成工程包。,,
AI售前（腾讯外包）,软通动力信息技术(集团)股份有限公司,1.4万-2.5万,上海,5-10年,大专,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40602111316.htm,岗一：新出 紧急招人 11-25K 岗位职责：1.根据产品的成熟度制定不同阶段的运营策略，找到应用场景中AI产品的价值点，推动AI产品健康可持续的营收增长； 2.发现AI产品营收增长中的问题和机会，分析业务场景和产品方案的契合点，推进AI产品商业化进展； 3.主导和推动AI产品的商业化落地； 4.和销售/架构师/产品策划等角色配合，完成AI产品的商业化建设与营收目标。 专业知识要求 1.熟悉AI产...,,
ka大客户销售（科创AI+数字化）,企知道大数据科技有限公司,1.5万-2.5万,上海,3-5年,本科,1000-9999人,民营,专业技术服务,http://www.zhaopin.com/jobdetail/CCL1464680980J40661782308.htm,岗位职责：1、面向大型企业或成长性企业客户，挖掘客户在创新研发和知识产权运营管理方面的需求，销售知识产权全生命周期解决方案，帮助客户从企业战略到业务运营全面落实实现创新驱动，通过帮助客户成功，持续达成的业务指标；2、通过与电话、客户服务、专业咨询、实施服务团队紧密配合，伴随客户成长，追求最佳客户体验，建立长期“双赢”的合作关系，保障合作客户续约目标的超额达成；岗位要求:1、热爱销售工作，进取心、责...,"提成,大牛带队,包住,带薪假期,法定节假日,七险一金,新人保障,带薪旅游,定期团建",14薪
招聘Talent Acquisition （美资机器人研发公司）,上海中智项目外包咨询服务有限公司,1万-1.5万,上海,1-3年,本科,1000-9999人,国企,人力资源服务,http://www.zhaopin.com/jobdetail/CC209328710J40661046016.htm,职位：（Senior）Talent Acquisition Coordinator公司地址：浦东新区未来资产大厦，陆家嘴地铁站作为中国研发团队的招聘支持，有软件开发相关的招聘经验加分，英语可工作交流（日常对接APEC如东南亚等）Brief description of service : We are seeking an organized and detail-oriented recruit...,,
AI大模型算法优化工程师,外企德科数字技术有限公司,2.3万-4.5万,上海,经验不限,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40717220405.htm,【岗位职责】1、负责大模型AI框架分布式调度、模型并行、数据并行的设计和调优、开发。2、负责大规模自动并行技术竞争力构建，实现大模型训练、推理的性能和扩展性领先和项目落地；3、参与AI编译优化技术研究、开发，支撑多样化算力。4、参与分布式计算、异构计算、高性能计算等关键技术的分析与开发工作。【岗位要求】 1、 熟悉Linux系统，熟悉C++/C/Python/rust中的一种语言。编码能力突出，具...,,14薪
高级AI应用工程师,上海锐嘉科实业有限公司,1.5万-2万,上海,5-10年,本科,100-299人,民营,人工智能,http://www.zhaopin.com/jobdetail/CC446135220J40708511807.htm,1、负责设计和开发基于LLM大模型的AI应用平台；参与集成应用大模型的软件开发工作，包括需求分析、系统设计、编码实现、自动化测试等等。2、负责AIGC场景的调研和落地，推动AI应用为企业赋能；3、参与项目技术方案的制定，对现有系统进行优化改进，提高系统性能和稳定性。4、协助团队解决项目开发过程中的技术难题，提升团队整体技术能力。参与项目相关技术文档的编写，确保项目可维护性和可持续发展。,,
UED设计师,中银消费金融,2万-3万,上海,3-5年,本科,500-999人,合资,银行,http://www.zhaopin.com/jobdetail/CC317236610J40534861604.htm,岗位职责：1. 负责Web端和移动端的用户体验设计交付2. 制定和遵循设计规范，进行组件设计，确保输出物的风格与产品线保持一致3. 使用原型对产品的可用性进行测试，并参与实际系统体验和现场调研，总结问题，改进用户体验4. 对系统交互的流程和规律进行沉淀总结，迭代升级设计规范任职要求：1. 具备3年及以上工作经验2. 本科及以上学历，视觉设计、多媒体设计、工业设计或相关专业3. 熟练使用Sketch...,,
深度学习异构计算研发工程师 （ AI 推理引擎方向）-PDI,字节跳动,3万-6万,上海,经验不限,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC469217510J40620331601.htm,岗位职责：1、负责端侧模型推理框架开发，包括模型压缩、优化技术，在端侧的接入、适配、算子开发工作，使之符合业务要求，提高性能收益；2、负责探索和落地 AI 模型工程部署前沿技术，包括但不限于稀疏计算、编译优化。任职要求：1、具备扎实的计算机科学功底和编程能力，了解常见并行计算算法，具有良好的编程习惯；2、熟悉transformers、stable diffusion等主流模型原理；3、良好的团队协...,"五险一金,股票期权,带薪假期,弹性工作",
erp软件销售,深圳市思源计算机软件股份有限公司,1万-2万,上海,3-5年,大专,100-299人,上市公司,IT服务,http://www.zhaopin.com/jobdetail/CC147303860J40212151307.htm,岗位要求：1、3-10年IT行业直销经验；2、善于挖掘商机，维护客户关系，开拓新市场；3、勤奋乐观，学习能力强；4、有ERP、AI 、IOT物联网等销售经验，售前经验者优先考虑；5、计算机、市场营销、会计学、管理学等相关专业统招大专及以上专业优先； 如果你恰好有一些IT直销经验，聪明肯学，人老实，愿意为自己的未来打拼，请直接投递简历，我会尽快联系你此岗位会根据候选人背景及发展方向结合公司销售序列现...,"五险一金,绩效奖金,带薪假期,体检福利,带薪旅游,节日慰问,周末双休",
AI运营工程师,金诃藏药股份有限公司,1万-2万,上海,经验不限,学历不限,500-999人,民营,医药制造,http://www.zhaopin.com/jobdetail/CC000552040J40470559308.htm,"1、利用ChatGPT等先进的人工智能工具，帮助公司各部门提升工作效率；2、热爱研究各类AI软件、利用各种插件解决工作中的各类问题；3、基于工作场景的指导:Al绘画、PSAI、Chat GPT/A I工具部署、Chat GPT使用方法指导4、解决各种与提示词相关的技术难题,并进行系统性能优化和调试",,
线上兼职居家美工PS设计师,泉州市苏亿网络科技有限公司,4千-8千,上海,经验不限,学历不限,20-99人,民营,电子商务,http://www.zhaopin.com/jobdetail/CCL1448715950J40661437411.htm,招线上兼职美工PS设计师 可居家办公接单证件照，精修，人像，P图，婚纱照，LOGO，平面设计，3D建模等等工作内容：可远程办公。负责由上一级客服安排的设计订单。全是专人谈好，客户付款了的，只需按要求要完成就行。 要求：熟练PS\AI等设计软件，能独立完成图片的设计。出稿快，不托稿。责任心强。 工作时间：不限 每天早上8点~凌晨12点都有订单无限制时间上线时间，自有安排。 快速入职，立即可接单。根据...,,
IT负责人（AI方向）,广东嘉豪食品有限公司,2万-3万,上海,10年以上,本科,1000-9999人,,快速消费品,http://www.zhaopin.com/jobdetail/CC504537120J40618086009.htm,"岗位职责:职位描述:1.负责公司数智化转型的战略规划与实施2.制定和推进数智化项目、AI计划及策略3.带领团队完成业务数智化转型的项目落地,包括it系统的规划部署、优化迭代等4.负责部门内部流程的优化完善以及标准化建设5.对团队的人员进行培训和指导,提高团队整体能力水平6.负责部门员工日常管理和绩效考核,并持续推动组织效能提升7.参与公司业务战略发展,协助领导决策支持,提供业务分析数据支持8.承担...",,15薪
AI语音识别模型开发师,人卫嘉奕(上海)医学科技有限公司,1.3万-1.6万,上海,1-3年,本科,20-99人,民营,医疗设备/器械,http://www.zhaopin.com/jobdetail/CC703482320J40593781410.htm,岗位职责：1.负责分布式训练相关性能优化，包括数据加载、计算和显存优化等2.负责研发大模型高效容错技术，保证大模型能够持续训练。3.研究不同集群或者不同硬件配置上的最优并行策略和优化方法以及相关自动化技术。4.设计和开发大模型分布式训练系统，并探索相关前沿技术应用到实际项目中。5.负责对接和制作AI大模型产品的需求和业务改动。6.负责语音识算法的研究与开发，如声学模型训练、语言模型训练、解码器系统...,,
