position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
python爬虫工程师,引力传媒股份有限公司,8千-1.5万,北京,1-3年,本科,500-999人,上市公司,广告/营销,http://www.zhaopin.com/jobdetail/CC136648210J40743429108.htm,岗位职责：1、负责爬虫核心算法的策略优化研究，提升爬虫抓取效率和质量；2、负责大规模数据爬虫的性能优化、监控和报警，提高爬虫产品的稳定性和抓取效率；3、实时监控爬虫的状态和警报反馈。任职要求：1、计算机或相关专业本科以上学历，2年以上爬虫工作经验；2、熟练掌握Python开发，有代码规范和质量意识；3、有日千万级及以上的大规模数据爬虫项目经验；4、有实际大规模使用过消息队列经验，如RabitMq、...,,
开发工程师,北京格雷斯瑞彩科技有限公司,1万-1.5万,北京,5-10年,本科,20人以下,民营,贸易/进出口,http://www.zhaopin.com/jobdetail/CC642635420J40622052011.htm,岗位职能：1、和客户对接沟通，参与产品需求分析及技术架构设计；2、根据项目需求，完成项目系统设计和开发工作；3、发现并解决系统日常运行中发现的问题；4、具备合作精神，能和不同模块不同系统进行联调。任职要求：1、统招本科以及以上学历，计算机软件、通信电子等相关专业，5年以上软件开发经验；2、精通C++语言，有良好的代码编写和架构设计能力，熟练掌握基础数据结构和常用算法设计。3、熟练掌握Linux/W...,,
Java/C++/测试/python,外企德科数字技术有限公司,1.2万-2.3万,北京,1-3年,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40652815605.htm,1、至少精通一门编程语言：C/C++/Java/Python/go，熟悉数据结构和常用算法；2、具备良好的计算机、软件工程领域知识.地域：北京/上海/杭州/深圳//西安/南京/武汉/成都/东莞学历要求：本科一本以上，优先985/211（南邮/重邮/杭电）工作经验:不限年龄:35岁以下,,14薪
Java开发 -会python-北京,黑龙江海康软件工程有限公司,1.2万-1.6万,北京,3-5年,本科,500-999人,股份制企业,计算机软件,http://www.zhaopin.com/jobdetail/CC139612110J40666513812.htm,1.对JAVA体系架构熟悉；熟练掌握Springboot+MyBatis+MySQL相关开发技术，对于Redis、RabbitMQ等组件熟练使用；2.对于系统安全较为熟悉，开发时能够注意到常见的越权、泄露、网络安全问题，具有较高的安全意识;3.熟悉Docker容器化技术，掌握云部署、集群部署、分布式系统相关知识；4.至少有发经验三年JAVA正式开发经验，有过技术管理经验以及Python开发经验优先...,,
北京鸿蒙APP开发,软通动力信息技术(集团)股份有限公司,1万-2万,北京,1-3年,大专,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40658758216.htm,岗位要求：1、具备2年以上移动操作系统领域开发经验，熟悉安卓、鸿蒙生态体系2、熟悉移动应用开发，有独立开发移动APP经验，熟悉APP从安卓移鸿蒙适配开发的基本原理，有APP迁移经验3、Android/ios背景，熟悉ArkTS和鸿蒙开发经验,,
后端开发工程师爬虫,博彦科技承德有限公司,1.5万-1.6万,北京,1-3年,大专,1000-9999人,股份制企业,IT服务,http://www.zhaopin.com/jobdetail/CC637366030J40631141006.htm,工作内容：1.设计和实现高效的网络爬虫，用于抓取结构化和非结构化数据。2.处理和解析各种数据格式，包括HTML、XML和JSON。3.优化爬虫性能，确保数据抓取的效率和准确性。4.实现数据去重和清洗逻辑，提高数据质量。5.监控爬虫运行状态，及时处理异常和失败情况。6.与团队合作，不断改进爬虫策略和工具。岗位要求：1.计算机科学或相关专业。2.必须有爬虫开发经验，熟悉splash/Scrapy/Se...,,
python爬虫工程师（可接受应届生或毕业2年左右）,北京东圣天成科技有限公司,6千-8千,北京,1-3年,本科,20-99人,民营,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CC564765080J40651036713.htm,岗位内容: 1. 设计和开发符合业务需求的爬虫系统，实现数据采集； 2. 优化爬虫程序，提升数据采集效率和准确性，保证数据的完整性和正确性； 任职要求： 1、有进行爬虫或网页自动化任务的经验，熟练掌握 Python 或其他主流编程语言；2、熟悉JavaScript、HTML以及浏览器开发工具，用于定位和提取动态元素；3、熟悉爬虫最佳实践，包括IP轮换、代理管理及规避反爬虫检测；4、能处理动态内容、...,,
python测试开发工程师,中电金信软件有限公司,1.5万-1.8万,北京,3-5年,本科,10000人以上,国企,计算机软件,http://www.zhaopin.com/jobdetail/CC443657520J40655772209.htm,工作主要职责：1.负责医疗设备平台产品、项目开发的软件测试和集成测试任务，包括创建测试计划，设计、维护和运行产品测试用例，交付高质量的测试相关的文档与测试用例等。2.负责产品质量的提升，确保在合理的项目成本和进度要求下，产品质量满足项目要求。3.管理现有的软件测试用例和自动化测试脚本，执行软件更新测试。4.自动化测试平台的建设，持续提升自动化测试能力和水平。5.研究最新的测试理论和技术，在测试团队...,,
rpa实施工程师,中大利人(北京)科技有限公司,7千-1.2万,北京,3-5年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC576977680J40655531701.htm,负责自动化流程项目的实施、开发、测试和维护；负责自动化流程项目的技术支持和售后服务；负责与客户沟通，了解客户需求并提供解决方案；负责编写技术文档和培训材料。【任职要求】工作经验三年本科及以上学历，计算机相关专业；熟练掌握Python编程语言；熟悉rpa项目开发流程优先，有艺赛旗rpa实施经验者优先；具备良好的沟通能力和团队协作精神。,,
爬虫数据抓取工程师,深圳市润迅数智科技有限公司,8千-1.2万,北京,3-5年,本科,100-299人,民营,IT服务,http://www.zhaopin.com/jobdetail/CCL1346707290J40689271203.htm,岗位职责：1、负责指定网页或APP的定向爬取以及内容的抽取和去重等分析工作；2、负责爬虫系统的模版配置，管理分布式爬虫服务器，任务调度、巡检工作；3、负责相关数据抓取服务的工程建设和指标建设，对数据生产链条的健壮性、高效性负责。岗位要求：1、本科或以上学历，有3年以上数据抓取开发经验；2、熟悉Python/PHP/JavaScript等脚本语言中至少一种；3、熟悉html/css/xpath等常用...,,
Python开发,北京金安明信科技有限公司,1万-2万,北京,经验不限,本科,20人以下,民营,互联网,http://www.zhaopin.com/jobdetail/CC289330230J40542009802.htm,任务介绍： 我们是一家机器人技术公司，目前主要在做软件机器人相关的项目。其中一个产品是安卓RPA，可以实现一些重复流程的自动化操作。目前在数据采集、智能客服等场景都有落地。现寻找对智能机器人方向感兴趣的，一起做交互模块本地化开发。 工作内容： 梳理客户关于自动化相关的需求 根据文档用脚本语言撰写自动化脚本 使用开发语言Python撰写交互模块 负责RPA产品交互端的功能开发 任职要求： 精通Pyt...,,13薪
后端开发（Python/java/golang/c/c++）,广州欢创信息咨询有限公司,1.1万-1.8万,北京,1-3年,本科,100-299人,民营,人力资源服务,http://www.zhaopin.com/jobdetail/CC531289680J40675807709.htm,职位描述：1、 根据业务需求设计和制定标准化的标注规则，提高大模型性能。 2、分析复杂的逻辑和代码问题，能以清晰、准确的方式进行表达。 3、与算法、工程和产品团队密切合作，制定规则标准并优化标注工具。 4、应用 Prompt Engineering 等先进技术，提升数据标注的质量和效率。职位要求： 1、本科及以上学历，计算机科学、软件工程、大数据或相关领域优先。2、 具有大模型相关经验者优先。 熟...,,
爬虫专家,河北盛通投资集团有限公司,4.5万-6.5万,北京,5-10年,本科,1000-9999人,民营,房地产开发,http://www.zhaopin.com/jobdetail/CC120956450J40714548712.htm,岗位职责：1. 负责设计并实现高效、稳定的爬虫系统，抓取各类互联网数据源（如新闻、社交媒体、博客等）；2. 处理与存储抓取的海量数据，并确保数据的准确性和完整性；3. 优化爬虫的性能，提升抓取效率，减少系统资源消耗；4. 确保爬虫系统的反反扒机制，规避IP封锁等问题；5. 与数据处理团队紧密合作，提供高质量的数据支持；6. 管理爬虫团队的高效工作。任职要求：1. 计算机科学、软件工程等相关专业本科...,,
"java，C/C++，js, python软件开发、测试",外企德科数字技术有限公司,1.4万-2.8万,北京,经验不限,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40627602705.htm,岗位地点：北京，上海，南京， 杭州，深圳，东莞，长沙，武汉，西安，成都华研所岗位： C/C++，java，JS，python、Go通用软件开发工程师，软件测试工程师，大数据开发，网络安全各产品线各类语言开发岗位开放，只要你懂一门语言，就有合适的岗位! 工作：接触并开发核心业务代码，技术栈全面，技术牛人多，技术氛围好。一、软件开发工程师1. 热爱编程，熟悉掌握Java/C++/C/Python/We...,五险一金,14薪
Python软件研发,北京光大鸿顺科技有限公司,1.1万-2万,北京,3-5年,学历不限,20人以下,民营,医疗设备/器械,http://www.zhaopin.com/jobdetail/CC383569020J40670647701.htm,职位描述 岗位职责： 1、负责各平台客户端、服务端的开发工作； 2、使用 数据库，完成测试数据的准备，测试结果的校验； 3、配合其它部门提供产品相关技术支持； 4、根据项目进度，按时提交相关代码及技术文档； 5、配合公司阶段性工作安排并实施、完成公司下达的任务； 6、执行测试工作，提交测试报告。包括功能测试，接口测试，性能测试，水平越权测试和接口的自动测试脚本，完整地记录测试结果，编写测试报告等相...,五险,
后端开发（GO、python）,上海微创软件股份有限公司,1.5万-1.7万,北京,1-3年,本科,10000人以上,合资,IT服务,http://www.zhaopin.com/jobdetail/CC000638920J40704651714.htm,岗位职责：1.根据业务需求设计标准化规则，并进行代码类数据生产以提高大模型性能。2.分析复杂的逻辑和代码问题，能够以清晰、准确的方式表达。与算法、工程和产品团队紧密协作，参与制定规则标准和优化标注工具，确保产品能满足用户需求。3.运用 Prompt Engineering 等先进技术提升数据质量和生产效率。职位要求：1.本科及以上学历，计算机科学、软件工程、大数据或相关领域。2.具有大模型相关经验...,,
RPA开发工程师,杭州衡泰技术股份有限公司,1.7万-2万,北京,3-5年,本科,1000-9999人,外商独资,计算机软件,http://www.zhaopin.com/jobdetail/CC140358190J40318433506.htm,工作内容：１. 负责RPA项目流程梳理并形成文档； ２. 负责RPA流程的开发、调试、部署；３. 负责RPA项目的日常运营与维护；４. 负责部门JAVA项目的开发、调试、部署、维护。要求：1. 计算机及相关专业 本科 及以上学历或不限专业 及以上学历；2. 熟练掌握 java、vbs、python、JavaScript、vb.net中的两种以上语言的技能；3. 有 4 年以上相关经验；4. 具备 ...,,13薪
后端工程师,北京动境运动健康管理有限公司,1.6万-1.7万,北京,1-3年,本科,20-99人,民营,居民服务,http://www.zhaopin.com/jobdetail/CCL1347468680J40685081712.htm,职位介绍岗位职责1、参与公司产品的设计、开发和维护，确保软件的高质量和高性能。应用机器学习和人工智能（AI）技术，优化现有产品功能，为用户提供个性化、智能化的运动体验。2、与产品经理、设计师和其他工程师紧密合作，参与产品需求分析和系统架构设计，推动产品的迭代和优化。3、负责代码的编写、调试和测试，确保代码质量，解决开发过程中的各种技术问题。4、定期更新开发文档，保持团队信息同步和技术知识的共享。岗...,,
python后端开发工程师,博彦科技承德有限公司,1.6万-1.8万,北京,1-3年,本科,1000-9999人,股份制企业,IT服务,http://www.zhaopin.com/jobdetail/CC637366030J40569351106.htm,工作内容：参与AIGC平台系统的开发工作参与数据架构高可靠服务开发工作负责多模态数据收集、清洗和挖掘，利用数据处理模型优化及改进数据生产链路岗位要求：计算机相关专业本科或以上学历，拥有扎实的计算机基础理论知识 熟悉Python开发语言，了解各主流框架的使用及其原理 熟悉 分布式系统、检索系统、存储系统 其中1个或以上方向熟悉Linux/Unix，能进行shell编程具备数据爬虫、清洗和挖掘的实践经...,,
python软件工程师,北京亿佳美营教育科技有限公司,8千-1.5万,北京,3-5年,本科,20-99人,民营,企业服务,http://www.zhaopin.com/jobdetail/CCL1215051950J40594600211.htm,🌈【岗位职责】1、负责AI模型相关软件的开发、部罢和维护，确保软件的真效运行和稳定性；2、深入研究和理解AI大模型的原理和持性，能够独立完成大模型应用软件的开发和优化工作；3、熟练使用 python 语言及相关软件包，注重代码质量及性能；4、跟进AI大模型的最新技术动态，为公司的技术创新和产品开级提供建议。🌈【任职要求】1、统招本科及以上学历，计算机相关专业；2、至少2年以上的相关开发经验，精...,,13薪
高级开发工程师 （月薪：1.6万 – 3.8万）,广州市九重天信息科技有限公司,1.6万-3万,北京,5-10年,本科,20-99人,民营,计算机硬件,http://www.zhaopin.com/jobdetail/CC158467510J40609943403.htm,岗位定位:1.负责在数字签名和认证、多方安全计算、同态加密、联邦学习等技术领域进行程序开发、测试及调优，实现相关程序在实际业务领域的应用落地。2.设计、开发高性能、高可靠的隐私计算基础平台组件与服务。3.进行相关前沿技术调研，跟踪数据安全领域最新技术和应用的趋势。任职要求：1. 具有计算机科学、密码学等相关专业背景，具有较强逻辑分析能力与学习能力；2. 熟悉密码学、隐私计算相关技术，如同态加密、多...,,
python后端开发工程师,京北方,1万-1.5万,北京,1-3年,本科,10000人以上,民营,IT服务,http://www.zhaopin.com/jobdetail/CC315847110J40643900807.htm,"1、计算机相关专业，本科及以上学历2、2年以上工作经验，具备一年以上机器学习、深度学习、大模型等应用开发经验。如pyTorch,paddle,mindspore等。熟悉深度学习模型的训练、调试、部署、优化流程。",,
中级Python开发工程师,北京诚意在线科技有限公司,8千-1.2万,北京,1-3年,本科,20人以下,民营,互联网,http://www.zhaopin.com/jobdetail/CCL1277734820J40560046506.htm,【岗位职责】1. 负责人工智能系统的后端开发和维护；2. 按项目需求完成编码和单元测试等工作；3. 参与技术设计讨论会，主导设计和实现部分模块。【任职要求】1. 一年及以上Python研发经验；2. 熟悉Python常用基础库，熟悉Django、FastAPI等常用框架；3. 熟练使用Linux编程环境；4. 学习能力强、责任心强、逻辑思维清晰、具备独立解决问题能力。备注: 此岗位工作地点在中关村...,,
软件配置开发,北京中科航天人才服务有限公司,1万-2万,北京,1-3年,本科,1000-9999人,国企,汽车金融,http://www.zhaopin.com/jobdetail/CC132807300J40622319807.htm,岗位职责：1.在成熟软件产品的基础上进行配置开发、二次开发、脚本编写，负责软件产品的正式应用;2.配合产品开发、测试等同事定位、排查产品发布与产品应用过程中的问题;3.根据应用情况，进行软件产品功能需求分析并传递至产品开发；4.编写软件技术文档，包括软件需求、软件使用说明等;5.完成领导交办的其他事项。任职要求：1.本科以上学历，计算机、软件工程、通信、电子、航空航天专业优先；2.至少熟悉一种编程...,,14薪
诚聘网站架构师,北京天德睿信科技发展有限公司,8千-1.6万元/月,北京,5-10年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC518949930J40718070105.htm,诚聘网站架构师（兼职）公司位于北京市海淀区牡丹园，成立于2017年，平均2个月即有一个网站建设项目，现诚聘兼职网站架构师2-3名，多项目均有良好表现者可申请转为长期平等合作的专职，要求如下：岗位职责1. 深入理解中俄信息交流平台的业务需求、功能规划以及未来发展愿景，负责设计整个项目的技术架构，涵盖后端服务架构、前端页面架构、数据库架构以及整体系统的集成架构等，确保架构的合理性、高可用性和可扩展性。...,,
python-计算机本科-北京,博彦科技承德有限公司,1.4万-1.6万,北京,3-5年,本科,1000-9999人,股份制企业,IT服务,http://www.zhaopin.com/jobdetail/CC637366030J40618498106.htm,工作内容：1.设计和实现高效的网络爬虫，用于抓取结构化和非结构化数据。2.处理和解析各种数据格式，包括HTML、XML和JSON。3.优化爬虫性能，确保数据抓取的效率和准确性。4.实现数据去重和清洗逻辑，提高数据质量。5.监控爬虫运行状态，及时处理异常和失败情况。6.与团队合作，不断改进爬虫策略和工具。岗位要求：1.计算机科学或相关专业的学士学位。2.必须有爬虫开发经验，熟悉splash/Scra...,,
Python实习生,北京迈迪培尔信息技术有限公司,100-200/天,北京,无经验,本科,20-99人,民营,互联网,http://www.zhaopin.com/jobdetail/CC522223780J40653911115.htm,岗位职责：1、网站及相关项目的开发与维护；2、根据设计文档或需求说明完成代码编写、调试、单元测试。任职要求：1、计算机及相关专业在校生；2、了解Python开发；3、了解数据库方面的知识，了解MySQL数据库相关操作；4、工作积极主动性高，热爱开发工作，逻辑思维和学习能力强，沟通能力强，具备团队精神。,"带薪假期,体检福利,节日慰问,免费班车",
技术总监(J20851),中核核信信息技术(北京)有限公司,3万-4万,北京,5-10年,本科,100-299人,国企,计算机软件,http://www.zhaopin.com/jobdetail/CC678805020J40686203605.htm,岗位职责:1.负责部门研发平台、产品、项目的架构监督管控：深入挖掘和分析行业业务需求与规则，结合信息化架构理论，撰写系统顶层设计；参与系统设计评审，把握系统的核心逻辑设计，确保系统的架构质量；根据业界技术的发展趋势，结合公司技术现状，参与制定公司核心架构应用的方向、标准、规则和落地路标；对现存或未来平台型系统进行宏观的思考，规划形成统一的框架、平台或组件，负责关键技术路线、技术组件选型；2.负责部...,,
爬虫工程师,宸瑞股份,1.1万-1.8万,北京,5-10年,大专,100-299人,股份制企业,云计算/大数据,http://www.zhaopin.com/jobdetail/CC273811910J40709591703.htm,工作职责：1.配置火车头采集任务，从互联网采集数据并入库，涉及数据种类包含但不限于新闻/论坛/博客等。2.维护火车头采集脚本，保证站点架构变动后数据的正常采集。3.搜集站点以及评测站点的可采集性，依据客户及产品需求。4.设计采集源数据库（MySQL/Oracle），对数据清洗关联及简单分析，包含建表/存储过程/触发器/事件等。5.日常监测数据采集相应服务的正常运行。6.编码采集网站内容。任职要求：...,,
python全栈工程师,中电金信软件有限公司,1.4万-1.7万,北京,1-3年,本科,10000人以上,国企,计算机软件,http://www.zhaopin.com/jobdetail/CC443657520J40591116109.htm,"Have java or C++,programming skills; 熟练其中的一种语言，且意愿学习另一种；熟悉至少一种脚本语言；Python 或 Perl 以及 Unix 脚本编写的应用知识Web 技术的工作知识Angular JS/Node JS 和 HTML is a plus熟悉Linux平台下常用命令操作、环境部署；熟悉面向对象设计开发，熟悉SVN、GIT、Maven等代码管理工具；...",,
Python开发,北京文泽智远信息技术有限公司,1万-1.5万,北京,1-3年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC487016930J40156772208.htm,职位描述：1、使用Python，进行气象领域预报算法开发；2. 对气象大数据进行开发处理；3、与客户紧密配合，进行系统的需求分析和系统设计；任职要求：1、大气科学、计算机、数学或相关专业本科或以上学历；2、2年以上Python实际项目经验，熟悉Numpy、Scipy等数值处理库；3、有责任心，做事细心，踏实，勤奋；4、正规大学统招本科以上学历职位福利：五险一金、周末双休、餐补、节日福利,"五险一金,周末双休,有餐补,节日慰问",
技术开发,北京金安明信科技有限公司,1万-2万元/月,北京,1-3年,本科,20人以下,民营,互联网,http://www.zhaopin.com/jobdetail/CC289330230J40654643402.htm,任务介绍： 我们是一家机器人技术公司，目前主要在做软件机器人相关的项目。其中一个产品是安卓RPA，可以实现一些重复流程的自动化操作。目前在数据采集、智能客服等场景都有落地。现寻找对智能机器人方向感兴趣的，一起做交互模块开发。 工作内容： 梳理客户关于自动化相关的需求 根据文档撰写自动化脚本 使用开发语言（Python、PHP、JAVA等）撰写交互模块 测试交互模块运行效果 任务要求： 有一定的项目...,,
测试工程师,深圳市鑫帆管理咨询有限公司,1.2万-2万,北京,1-3年,本科,10000人以上,,在线教育,http://www.zhaopin.com/jobdetail/CCL1461933740J40708046013.htm,职责描述：1、负责数据工程产品的质量保障工作，web端为主，兼顾App端效果检查2、负责测试计划，测试方案、测试用例的编写以及测试实施，保证项目产品质量；3、和团队密切配合，为项目提供专业支撑。发现、定位并跟踪问题，推动问题及时合理地解决4、主动推进项目进度，把控和识别项目风险并及时汇报；任职要求：1、计算机相关专业，本科及以上学历，2年以上互联网项目测试经验，包括APP和web2、精通软件测试的...,,14薪
python后端开发工程师,博彦科技承德有限公司,1.9万-2万,北京,3-5年,本科,1000-9999人,股份制企业,IT服务,http://www.zhaopin.com/jobdetail/CC637366030J40568923306.htm,职位描述： 根据业务需求设计和制定标准化的标注规则，提高大模型性能。 分析复杂的逻辑和代码问题，能以清晰、准确的方式进行表达。 与算法、工程和产品团队密切合作，制定规则标准并优化标注工具。 应用 Prompt Engineering 等先进技术，提升数据标注的质量和效率。职位要求： 本科及以上学历，计算机科学、软件工程、大数据或相关领域优先。 具有大模型相关经验者优先。 熟悉大模型操作，能够使用相...,,
python全栈工程师,恒基能脉新能源科技有限公司,1.6万-2.5万,北京,3-5年,硕士,100-299人,民营,新能源,http://www.zhaopin.com/jobdetail/CCL1350682830J40663469710.htm,岗位职责：1、参与项目需求分析，能独立负责软件设计，应用架构设计、开发框架搭建、开发规范制定，把控项目的整体质量和开发进度；2、完成项目核心代码的编写，主导技术难题攻关，优化软件性能；3、参与对软件开发团队的技术指导、设计规范、软件产品改进工作，并能结合公司实际业务系统进行框架设计，撰写相关技术文档。任职要求：1、硕士以上学历，软件工程、计算机等相关专业；2、3年以上软件开发相关工作经验，2年以上...,,
云迁移,中软国际,面议,北京,3-5年,本科,10000人以上,上市公司,计算机软件,http://www.zhaopin.com/jobdetail/CC508620120J40647030312.htm,4个方向，技能要求如下，三个地域需求东莞、西安、深圳，薪资15-20k，SA 30k内迁移SA 熟悉云迁移工具，出差迁移工具集成测试 linux云迁移工具测试，出差迁移运维 云上迁移，出差迁移工具开发 python/Java云开发,,
高级爬虫工程师,深圳市万氪睿速科技有限公司,2万-3.5万,北京,5-10年,本科,20-99人,民营,IT服务,http://www.zhaopin.com/jobdetail/CCL1390106600J40690777910.htm,职位描述1、负责爬虫需求分析，分布式网络爬虫系统的开发和优化 2、负责实时监控爬虫的运行状态和预警处理 3、负责海量数据的爬取、清洗、解析、入库 4、负责持续维护爬虫系统的正常运行职位要求1、对于常见网站的反爬技术如js加密混淆等有分析应用； 2、5年以上爬虫经验，精通python语言，熟悉正则表达式，熟悉html； 3、熟悉分布式系统； 4、熟悉Linux平台开发，并且熟悉多线程多进程编程、网络...,,
Python工具开发,软通动力信息技术(集团)股份有限公司,1.5万-2万,北京,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40656903916.htm,1.有2年以上编程经验，熟练掌握python开发，懂pyqt的，有图像处理或者数据处理经验者加分（语言要求：python），会C是加分项。2.使用python开发过客户端3.良好的沟通能力4.工作责任心强,,
后端开发工程师,博彦科技承德有限公司,1.5万-1.6万,北京,1-3年,大专,1000-9999人,股份制企业,IT服务,http://www.zhaopin.com/jobdetail/CC637366030J40620905306.htm,位描述工作内容：1.设计和实现高效的网络爬虫，用于抓取结构化和非结构化数据。2.处理和解析各种数据格式，包括HTML、XML和JSON。3.优化爬虫性能，确保数据抓取的效率和准确性。4.实现数据去重和清洗逻辑，提高数据质量。5.监控爬虫运行状态，及时处理异常和失败情况。6.与团队合作，不断改进爬虫策略和工具。岗位要求：1.计算机科学或相关专业。2.必须有爬虫开发经验，熟悉splash/Scrapy...,,
大模型算法工程师,天宇正清科技有限公司,1.5万-2.3万,北京,3-5年,本科,500-999人,民营,IT服务,http://www.zhaopin.com/jobdetail/CC173534910J40627034114.htm,跟业界大模型相关技术，推进公司大模型工程化及业务场景落地，包括但不限于：1. 跟进和探索大模型相关的前沿研究；2. 进行大模型在机器人领域的场景研究，结合实际场景进行大模型的效果提升等等；3. 模型预训练相关的数据处理与构造；4. 大模型性能测试；5. 参与预训练大模型、智能问答与对话生成等相关开发工作任职要求：1、计算机科学、人工智能、自然语言处理等相关领域的本科，硕士优先；计算机、数学、电子、...,,
python自动化测试工程师,软通动力信息技术(集团)股份有限公司,1.4万-2万,北京,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40654633216.htm,岗位职责：1.负责看板工具开发、版本测试2.负责测试用例的环境搭建及维护3、负责测试报告及测试用例的编写岗位要求：1、计算机、通信、电子相关专业，本科及以上学历；2、有一定C、python或者等语言基础并能使用；重点找个C/python（自动化）比较强的（自动化比较强的，不用要求通信专业）；3、具有一年左右手机通信协议测试者优先；该岗位是开发（占6成）和测试（占4成）关于客户那边对是否应届生的要求...,,
日语Java/Python开发工程师,ユニークシステム株式会社,1.5万-2万,北京,1-3年,本科,20-99人,外商独资,IT服务,http://www.zhaopin.com/jobdetail/CC842910190J00176409204.htm,"※本职位为日本工作职位，简历请写明日语等级，不会日语的请勿投递，感谢配合！！！工作地点：东京及周边岗位要求：1、计算机相关专业本科以上学历，日语3级以上，能看懂日文式样书并正确理解内容，有过2年以上对日开发经验或有日语能力2级以上资格证书者优先录用；2、有以下任何一门开发语言有2年以上开发经验、或计算机专业毕业、或日语一计算机专业毕业即可：JAVA,.NET,C#,C++/C,SAP,PHP,CO...","包住,交通补助,定期团建,带薪旅游,节日慰问,加班补助,有房补,试用期全薪,周末双休",
机器人ROS系统研发工程师,大田农社,2万-3万,北京,5-10年,本科,100-299人,民营,互联网,http://www.zhaopin.com/jobdetail/CC695343830J40771891515.htm,岗位职责：1.负责机器人ROS系统软件的开发；2.负责需求分析、方案设计及详细设计等文档的输出，编写软件代码；3.负责软件代码的移植，与算法、嵌入式团队合作，完成模块集成及联调；4.负责机器人产品功能、性能调试、维护与升级；5.负责研发过程中的问题解决，代码审查、测试环境搭建及测试用例开发等工作；任职要求：1.计算机、电子、通信、机械自动化等相关专业，本科及以上学历，4年及以上机器人产品开发经验；...,,
python,软通动力信息技术(集团)股份有限公司,1.2万-1.5万,北京,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40638212216.htm,任职要求： 1. 2-3年Python编程经验。理工科2. 熟悉常见的Python框架和工具，如Django、Flask、Pyramid、Requests等。3. 熟悉SQL和NoSQL数据库，并能够设计和优化数据库模式。4. 熟悉Linux操作系统，并熟练使用命令行工具。5. 具备良好的团队合作精神和沟通能力。,,
python后端开发工程师,上海微创软件股份有限公司,1.6万-1.7万,北京,1-3年,大专,10000人以上,合资,IT服务,http://www.zhaopin.com/jobdetail/CC000638920J40667466714.htm,"-本科及以上学历，1年以上服务器端开发经验，熟练掌握Python,对Go/C+有了解更佳-熟悉docker、kubernetes相关生态和工具，熟悉常用中间件和分布式技术的原理和应用，包括缓存、消息系统、数据库等-积极主动，有责任心，有一定的系统问题分析经验和能力-良好的沟通以及团队合作能力，较强的学习意愿和学习能力，能够快速掌握工作所需的知识和技能-参与大模型工程化平台设计与建设，搭建面向开发者...",,
爬虫数据抓取工程师,深圳市润迅数智科技有限公司,8千-1.2万,北京,3-5年,本科,100-299人,民营,IT服务,http://www.zhaopin.com/jobdetail/CCL1346707290J40691776403.htm,岗位职责：1、负责指定网页或APP的定向爬取以及内容的抽取和去重等分析工作；2、负责爬虫系统的模版配置，管理分布式爬虫服务器，任务调度、巡检工作；3、负责相关数据抓取服务的工程建设和指标建设，对数据生产链条的健壮性、高效性负责。岗位要求：1、本科或以上学历，有3年以上数据抓取开发经验；2、熟悉Python/PHP/JavaScript等脚本语言中至少一种；3、熟悉html/css/xpath等常用...,,
蓝牙测试工程师,软通动力信息技术(集团)股份有限公司,1.1万-2.2万,北京,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40280779016.htm,岗位要求： 1、熟悉BR/EDR、BLE等Controller层协议、SDPGAP等HOST层协议、A2DP、HFP等Profile协议，有手机、耳机、手表等产品的蓝牙测试经验；2、能熟练使用ellisys等抓包工具对蓝牙报文进行抓包分析；3、熟悉python语言，熟悉常用的自动化测试框架，有相关CI自动化流水线开发经验；岗位职责：1、负责手机、耳机、手表等产品的蓝牙功能测试设计/测试执行等测试工...,"五险一金,体检福利,节日慰问,周末双休,带薪假期",
后端开发工程师,十方星链(合肥)航天科技有限公司,1.7万-2.5万,北京,3-5年,本科,100-299人,民营,船舶/航空/航天/火车制造,http://www.zhaopin.com/jobdetail/CCL1482605840J40526610913.htm,**职位描述：** 我们正在寻找一位资深的轨道计算与控制工程师，加入我们的团队。作为轨道计算与控制工程师，您将负责使用先进的计算工具进行卫星轨道设计、分析和仿真，确保我们的卫星能够安全、准确地完成各项任务。 **主要职责：** - 利用OREKIT、MATLAB等计算工具进行卫星轨道和姿态动力学分析。 - 使用STK等仿真工具进行卫星跟踪、预报和入轨段动力学计算。 - 参与卫星任务规划，包括轨道设...,,
